template_id,family,strategy,severity_in_yaml,owasp_category,current_cwe,current_cve,proposed_cwe,proposed_cve,cwe_diff,cve_diff,rules_fired
SECURITY_CROSS_SESSION_LEAKS_GOAL_REDIRECTION_LINEAR_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,GOAL_REDIRECTION_LINEAR_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-1284,CWE-693",,"+CWE-1284,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-1284: Improper validation of input quantity/structure (manipulation, off-topic, jailbreak) | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SECURITY_CROSS_SESSION_LEAKS_GOAL_REDIRECTION_SEQUENTIAL_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,GOAL_REDIRECTION_SEQUENTIAL_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-1284,CWE-693",,"+CWE-1284,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-1284: Improper validation of input quantity/structure (manipulation, off-topic, jailbreak) | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SECURITY_CROSS_SESSION_LEAKS_GOAL_REDIRECTION_TREE_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,GOAL_REDIRECTION_TREE_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-1284,CWE-693",,"+CWE-1284,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-1284: Improper validation of input quantity/structure (manipulation, off-topic, jailbreak) | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SECURITY_CROSS_SESSION_LEAKS_INPUT_BYPASS,SECURITY_CROSS_SESSION_LEAKS_,INPUT_BYPASS,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-20,CWE-180",,"+CWE-180,CWE-20",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-180: Validate-before-canonicalize ordering bug (input bypass via canonicalisation)"
SECURITY_CROSS_SESSION_LEAKS_INPUT_BYPASS_BAD_LIKERT_JUDGE,SECURITY_CROSS_SESSION_LEAKS_,INPUT_BYPASS_BAD_LIKERT_JUDGE,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-754,CWE-693,CWE-20,CWE-180",,"+CWE-180,CWE-20,CWE-693,CWE-754",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-754: Improper check for unusual or exceptional conditions | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-180: Validate-before-canonicalize ordering bug (input bypass via canonicalisation)"
SECURITY_CROSS_SESSION_LEAKS_INPUT_BYPASS_CRESCENDO_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,INPUT_BYPASS_CRESCENDO_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20,CWE-180",,"+CWE-180,CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-180: Validate-before-canonicalize ordering bug (input bypass via canonicalisation)"
SECURITY_CROSS_SESSION_LEAKS_INPUT_BYPASS_LINEAR_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,INPUT_BYPASS_LINEAR_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20,CWE-180",,"+CWE-180,CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-180: Validate-before-canonicalize ordering bug (input bypass via canonicalisation)"
SECURITY_CROSS_SESSION_LEAKS_INPUT_BYPASS_SEQUENTIAL_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,INPUT_BYPASS_SEQUENTIAL_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20,CWE-180",,"+CWE-180,CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-180: Validate-before-canonicalize ordering bug (input bypass via canonicalisation)"
SECURITY_CROSS_SESSION_LEAKS_INPUT_BYPASS_TREE_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,INPUT_BYPASS_TREE_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20,CWE-180",,"+CWE-180,CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-180: Validate-before-canonicalize ordering bug (input bypass via canonicalisation)"
SECURITY_CROSS_SESSION_LEAKS_LEETSPEAK,SECURITY_CROSS_SESSION_LEAKS_,LEETSPEAK,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-20,CWE-1007,CWE-184",,"+CWE-1007,CWE-184,CWE-20",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-1007: Insufficient visual distinction of homoglyphs / leetspeak substitutions | CWE-184: Incomplete list of disallowed inputs (leetspeak/homoglyph/typo filter gap)"
SECURITY_CROSS_SESSION_LEAKS_LEETSPEAK_BAD_LIKERT_JUDGE,SECURITY_CROSS_SESSION_LEAKS_,LEETSPEAK_BAD_LIKERT_JUDGE,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-754,CWE-693,CWE-20,CWE-1007,CWE-184",,"+CWE-1007,CWE-184,CWE-20,CWE-693,CWE-754",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-754: Improper check for unusual or exceptional conditions | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-1007: Insufficient visual distinction of homoglyphs / leetspeak substitutions | CWE-184: Incomplete list of disallowed inputs (leetspeak/homoglyph/typo filter gap)"
SECURITY_CROSS_SESSION_LEAKS_LEETSPEAK_CRESCENDO_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,LEETSPEAK_CRESCENDO_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20,CWE-1007,CWE-184",,"+CWE-1007,CWE-184,CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-1007: Insufficient visual distinction of homoglyphs / leetspeak substitutions | CWE-184: Incomplete list of disallowed inputs (leetspeak/homoglyph/typo filter gap)"
SECURITY_CROSS_SESSION_LEAKS_LEETSPEAK_LINEAR_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,LEETSPEAK_LINEAR_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20,CWE-1007,CWE-184",,"+CWE-1007,CWE-184,CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-1007: Insufficient visual distinction of homoglyphs / leetspeak substitutions | CWE-184: Incomplete list of disallowed inputs (leetspeak/homoglyph/typo filter gap)"
SECURITY_CROSS_SESSION_LEAKS_LEETSPEAK_SEQUENTIAL_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,LEETSPEAK_SEQUENTIAL_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20,CWE-1007,CWE-184",,"+CWE-1007,CWE-184,CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-1007: Insufficient visual distinction of homoglyphs / leetspeak substitutions | CWE-184: Incomplete list of disallowed inputs (leetspeak/homoglyph/typo filter gap)"
SECURITY_CROSS_SESSION_LEAKS_LEETSPEAK_TREE_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,LEETSPEAK_TREE_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20,CWE-1007,CWE-184",,"+CWE-1007,CWE-184,CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-1007: Insufficient visual distinction of homoglyphs / leetspeak substitutions | CWE-184: Incomplete list of disallowed inputs (leetspeak/homoglyph/typo filter gap)"
SECURITY_CROSS_SESSION_LEAKS_MATH_PROBLEM,SECURITY_CROSS_SESSION_LEAKS_,MATH_PROBLEM,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-20",,+CWE-20,,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation)"
SECURITY_CROSS_SESSION_LEAKS_MATH_PROBLEM_BAD_LIKERT_JUDGE,SECURITY_CROSS_SESSION_LEAKS_,MATH_PROBLEM_BAD_LIKERT_JUDGE,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-754,CWE-693,CWE-20",,"+CWE-20,CWE-693,CWE-754",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-754: Improper check for unusual or exceptional conditions | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation)"
SECURITY_CROSS_SESSION_LEAKS_MATH_PROBLEM_CRESCENDO_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,MATH_PROBLEM_CRESCENDO_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20",,"+CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation)"
SECURITY_CROSS_SESSION_LEAKS_MATH_PROBLEM_LINEAR_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,MATH_PROBLEM_LINEAR_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20",,"+CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation)"
SECURITY_CROSS_SESSION_LEAKS_MATH_PROBLEM_SEQUENTIAL_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,MATH_PROBLEM_SEQUENTIAL_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20",,"+CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation)"
SECURITY_CROSS_SESSION_LEAKS_MATH_PROBLEM_TREE_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,MATH_PROBLEM_TREE_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20",,"+CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation)"
SECURITY_CROSS_SESSION_LEAKS_MULTILINGUAL,SECURITY_CROSS_SESSION_LEAKS_,MULTILINGUAL,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-20,CWE-176",,"+CWE-176,CWE-20",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-176: Improper handling of Unicode encoding (multilingual / RTL / homoglyph)"
SECURITY_CROSS_SESSION_LEAKS_MULTILINGUAL_BAD_LIKERT_JUDGE,SECURITY_CROSS_SESSION_LEAKS_,MULTILINGUAL_BAD_LIKERT_JUDGE,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-754,CWE-693,CWE-20,CWE-176",,"+CWE-176,CWE-20,CWE-693,CWE-754",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-754: Improper check for unusual or exceptional conditions | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-176: Improper handling of Unicode encoding (multilingual / RTL / homoglyph)"
SECURITY_CROSS_SESSION_LEAKS_MULTILINGUAL_CRESCENDO_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,MULTILINGUAL_CRESCENDO_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20,CWE-176",,"+CWE-176,CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-176: Improper handling of Unicode encoding (multilingual / RTL / homoglyph)"
SECURITY_CROSS_SESSION_LEAKS_MULTILINGUAL_LINEAR_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,MULTILINGUAL_LINEAR_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20,CWE-176",,"+CWE-176,CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-176: Improper handling of Unicode encoding (multilingual / RTL / homoglyph)"
SECURITY_CROSS_SESSION_LEAKS_MULTILINGUAL_SEQUENTIAL_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,MULTILINGUAL_SEQUENTIAL_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20,CWE-176",,"+CWE-176,CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-176: Improper handling of Unicode encoding (multilingual / RTL / homoglyph)"
SECURITY_CROSS_SESSION_LEAKS_MULTILINGUAL_TREE_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,MULTILINGUAL_TREE_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-693,CWE-20,CWE-176",,"+CWE-176,CWE-20,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack) | CWE-20: Improper input validation (math, base64, leetspeak, input-bypass, multilingual obfuscation) | CWE-176: Improper handling of Unicode encoding (multilingual / RTL / homoglyph)"
SECURITY_CROSS_SESSION_LEAKS_PERMISSION_ESCALATION,SECURITY_CROSS_SESSION_LEAKS_,PERMISSION_ESCALATION,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-269",,+CWE-269,,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-269: Privilege escalation through agent / tool"
SECURITY_CROSS_SESSION_LEAKS_PERMISSION_ESCALATION_BAD_LIKERT_JUDGE,SECURITY_CROSS_SESSION_LEAKS_,PERMISSION_ESCALATION_BAD_LIKERT_JUDGE,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-269,CWE-754,CWE-693",,"+CWE-269,CWE-693,CWE-754",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-269: Privilege escalation through agent / tool | CWE-754: Improper check for unusual or exceptional conditions | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SECURITY_CROSS_SESSION_LEAKS_PERMISSION_ESCALATION_CRESCENDO_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,PERMISSION_ESCALATION_CRESCENDO_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-269,CWE-693",,"+CWE-269,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-269: Privilege escalation through agent / tool | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SECURITY_CROSS_SESSION_LEAKS_PERMISSION_ESCALATION_LINEAR_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,PERMISSION_ESCALATION_LINEAR_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-269,CWE-693",,"+CWE-269,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-269: Privilege escalation through agent / tool | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SECURITY_CROSS_SESSION_LEAKS_PERMISSION_ESCALATION_SEQUENTIAL_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,PERMISSION_ESCALATION_SEQUENTIAL_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-269,CWE-693",,"+CWE-269,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-269: Privilege escalation through agent / tool | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SECURITY_CROSS_SESSION_LEAKS_PERMISSION_ESCALATION_TREE_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,PERMISSION_ESCALATION_TREE_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-200,CWE-359,CWE-285,CWE-269,CWE-693",,"+CWE-269,CWE-693",,"CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-269: Privilege escalation through agent / tool | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SECURITY_CROSS_SESSION_LEAKS_PROMPT_INJECTION,SECURITY_CROSS_SESSION_LEAKS_,PROMPT_INJECTION,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-77,CWE-200,CWE-359,CWE-285",,+CWE-77,,"CWE-77: Generic command/instruction injection (Ignore prior instructions etc.) | CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass"
SECURITY_CROSS_SESSION_LEAKS_PROMPT_INJECTION_BAD_LIKERT_JUDGE,SECURITY_CROSS_SESSION_LEAKS_,PROMPT_INJECTION_BAD_LIKERT_JUDGE,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-77,CWE-200,CWE-359,CWE-285,CWE-754,CWE-693",,"+CWE-693,CWE-754,CWE-77",,"CWE-77: Generic command/instruction injection (Ignore prior instructions etc.) | CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-754: Improper check for unusual or exceptional conditions | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SECURITY_CROSS_SESSION_LEAKS_PROMPT_INJECTION_CRESCENDO_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,PROMPT_INJECTION_CRESCENDO_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-77,CWE-200,CWE-359,CWE-285,CWE-693",,"+CWE-693,CWE-77",,"CWE-77: Generic command/instruction injection (Ignore prior instructions etc.) | CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
SECURITY_CROSS_SESSION_LEAKS_PROMPT_INJECTION_LINEAR_JAILBREAKING,SECURITY_CROSS_SESSION_LEAKS_,PROMPT_INJECTION_LINEAR_JAILBREAKING,HIGH,IDENTITY_AND_PRIVILEGE_ABUSE,"CWE-200,CWE-285,CWE-359",,"CWE-77,CWE-200,CWE-359,CWE-285,CWE-693",,"+CWE-693,CWE-77",,"CWE-77: Generic command/instruction injection (Ignore prior instructions etc.) | CWE-200: Information exposure (secrets, tokens, indexed docs, system info) | CWE-359: Personally Identifiable Information (PII) exposure | CWE-285: Improper authorization / access-control bypass | CWE-693: Protection-mechanism failure (jailbreak, refusal bypass, RAG hijack)"
